Proposal Number,Application Date,Organization Name,Project Category (Code),Project Category,Project Land Requirement (Hectares),Total Cost (Lakhs),Village,Sub District,Project Name,Project Description,State,District,Employment (Construction),Employment (Operational),Plot Number,District (Geographic),State (Geographic),Village Code,KML URLs,proposal_url
WL/GA/Others/445142/2023,2023-09-20T13:38:21.849+00:00,MAHESH NAIR,,,0.02,30.0,Caranzol,Satari,GOI USOF BSNL 4G Saturation Project at village Bandirwada,Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision of 4G mobile services in uncovered villages of the country ,GOA,North Goa,70.0,70.0,Sy.No. 42/0,North Goa,GOA,626820,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6495596&refType=caf&uuid=a0fa2747-d777-495c-83df-56f5c670a258&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=11328309
WL/GA/RAIL/539711/2025,2025-05-30T07:07:59.462+00:00,SOUTH WESTERN RAILWAY,,,120.875,92916.0,COLEM,Sanguem,Castlerock-Kulem railway doubling in Goa,Castlerock-Kulem railway doubling work in Goa,GOA,South Goa,441650.0,145800.0,,South Goa,GOA,626988,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=128576076&refType=caf&uuid=97d73aaa-bf0f-405e-a14f-696726187d56&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=128589400
WL/GA/ROAD/525024/2025,2025-02-21T06:43:26.328+00:00,EXECUTIVE ENGINEER WD ROADS FATORDA MARGAO GOA,,,0.44,85.0,COTIGAO,Canacona,reconstruction of existing kuccha road at sakal tirwal village cotigao wildlife santuary canacona taluka,reconstruction of existing kuccha road at sakal tirwal village cotigao wildlife santuary canacona taluka,GOA,South Goa,10.0,0.0,53/1,South Goa,GOA,627028,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=120619699&refType=caf&uuid=9ded139d-4636-4cc2-aeb4-383ce6e1c8ad&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=120625313
WL/GA/Others/525012/2025,2025-02-21T06:03:22.009+00:00,MAHESH NAIR,,,0.02,3000000.0,Calem,Sanguem,GOI USOF BSNL 4G Saturation Project at Calem Pokarmal,Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision; of 4G mobile services in uncovered villages of the country ,GOA,South Goa,70.0,70.0,63/1,South Goa,GOA,626988,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=119405442&refType=caf&uuid=2a135d85-56bc-4270-a744-57c465f6520b&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=120618969
WL/GA/RAIL/484175/2024,2024-06-27T05:17:19.544+00:00,Ministry of Railway,,,0.7616,189.75,COLEM,Sanguem,Kalem Railway Station,For handling goods and passenger traffic,GOA,South Goa,4015.0,4015.0,Governament Land,South Goa,GOA,626988,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=73547695&refType=caf&uuid=c8f57b04-2055-47a8-b232-b4fb2d141b46&version=1.1,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=79163037
WL/GA/Others/444839/2023,2023-09-18T10:39:45.718+00:00,MAHESH NAIR,,,0.02,30.0,SALPI BUDRUK,Satari,"GOI USOF BSNL 4G Saturation Project at village Xelopo-Buzruco, North Goa",Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision; of 4G mobile services in uncovered villages of the country.,GOA,North Goa,70.0,70.0,Sy.No. 1/3 (Part),North Goa,GOA,626794,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=10809715&refType=caf&uuid=a7958a51-ab21-4069-9eb7-7253f1576ffe&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=10811929
WL/GA/ROAD/518617/2025,2025-01-15T10:54:47.546+00:00,VASUDEV PANDURANG PAI,,,0.036,12.0,COTIGAO,Canacona,Gouratna Goushala,Stray Cattle care and Management. ,GOA,South Goa,246.0,246.0,174/13,South Goa,GOA,627028,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=117576599&refType=caf&uuid=65741dff-8002-41b6-b951-bdf336ab4984&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=117581997
WL/GA/Others/516112/2024,2024-12-25T11:25:09.099+00:00,MAHESH NAIR,,,0.02,3000000.0,MALINGEM,Sanguem,GOI USOF BSNL 4G Saturation Project at Maulinguem,Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision; of 4G mobile services in uncovered villages of the country,GOA,South Goa,70.0,70.0,1/4,South Goa,GOA,626994,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=115621525&refType=caf&uuid=20cbad63-229a-4694-aaaf-1875ba4b7da8&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=115811501
WL/GA/Others/438630/2023,2023-07-30T17:19:14.323+00:00,BHARAT SANCHAR NIGAM LIMITED,,,0.02,30.0,NAIQUINIM,Sanguem,GOI USOF BSNL 4G Saturation Project at village Naiquinim ,Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision;of 4G mobile services in uncovered villages of the country. ,GOA,South Goa,70.0,70.0,S.No. 31/1,South Goa,GOA,627010,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6443297&refType=caf&uuid=2a48fd7b-d6fb-4081-87b6-eb9bfcb40d15&version=1.1,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=7218272
WL/GA/Others/443396/2023,2023-09-06T13:56:48.210+00:00, GOA FOREST DEVELOPMENT CORPORATION LIMITED,,,2.096,250.0,KOLEM,Dharbandora,"Development of Eco-Camps at Collem, South Goa","Development of Eco-Camps at Collem, South Goa",GOA,South Goa,3670.0,3670.0,38,South Goa,GOA,626977,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=9074797&refType=caf&uuid=43dcb681-ff91-4ba2-8a6a-e459e0f48bdc&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=9074965
WL/GA/ROAD/519647/2025,2025-01-21T11:57:45.086+00:00,EXECUTIVE ENGINEER WD ROADS FATORDA MARGAO GOA,,,0.0,85.0,COTIGAO,Canacona,reconstruction of existing kuccha road at sakal tirwal village cotigao wildlife santuary canacona taluka,reconstruction of existing kuccha road at sakal tirwal village cotigao wildlife santuary canacona,GOA,South Goa,10.0,0.0,,South Goa,GOA,627028,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=118076346&refType=caf&uuid=8c4d1265-f09e-4230-afca-bd3e4d2872a5&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=118081272
WL/GA/TRANS/458966/2024,2024-01-16T13:45:42.379+00:00, OFFICE OF THE EXECUTIVE ENGINEER DIVISION XVI ELECTRICITY DEPARTMENT,,,0.492,53708649.0,COTIGAO,Canacona,Conversion of 11KV Overhead network of Marli Tirwal Feeder to Underground HT Cable network from Amona junction to Marli via Tirwal under the jurisdiction of S/D-III Canacona Div-XVI Margao Under tribal Sub Plan welfare scheme,Conversion of 11KV Overhead network of Marli Tirwal Feeder to Underground HT Cable network from Amona junction to Marli via Tirwal under the jurisdiction of S/D-III Canacona Div-XVI Margao Under tribal Sub Plan welfare scheme,GOA,South Goa,270.0,270.0,53/1,South Goa,GOA,627028,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=38380569&refType=caf&uuid=fd023427-28cc-4077-b85b-a1528890daa0&version=1.2,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=39190078
WL/GA/Others/439961/2023,2023-08-10T06:07:30.937+00:00,MAHESH NAIR,,,0.02,30.0,KARANZOL,Satari,GOI USOF BSNL 4G Saturation Project at Caranzol,Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision of 4G mobile services in uncovered villages of the country,GOA,North Goa,70.0,70.0,1/15,North Goa,GOA,626820,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=7777425&refType=caf&uuid=6f449290-8dbb-478a-b8cb-1218e5590355&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=7833576
WL/GA/ROAD/522202/2025,2025-02-03T10:30:55.247+00:00,EXECUTIVE ENGINEER WD ROADS FATORDA MARGAO GOA,,,0.44,85.0,COTIGAO,Canacona,reconstruction of existing kuccha road at sakal tirwal village cotigao wildlife santuary canacona taluka,reconstruction of existing kuccha road at sakal tirwal village cotigao wildlife santuary canacona taluka,GOA,South Goa,10.0,0.0,53/1,South Goa,GOA,627028,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=119193834&refType=caf&uuid=ec23c234-c461-4e73-85e7-fd2527a8abf6&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=119196903
WL/GA/SRY/498134/2024,2024-09-24T11:13:46.426+00:00,EXECUTIVE ENGINEER WD ROADS FATORDA MARGAO GOA,,,0.24,85.0,COTIGAO,Canacona,reconstruction of existing kuccha road at sakal tirwal village cotigao wildlife santuary canacona taluka,reconstruction of existing kuccha road at sakal tirwal village cotigao wildlife santuary canacona,GOA,South Goa,10.0,0.0,53/1,South Goa,GOA,627028,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=81569366&refType=caf&uuid=acfbd611-e260-4f2e-91c6-9e3beacec005&version=1.1,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=105232867
WL/GA/Others/443399/2023,2023-09-06T14:35:03.972+00:00, GOA FOREST DEVELOPMENT CORPORATION LIMITED,,,0.666,572.0,SURLA,Satari,"Development of Eco-Camps at Surla, North Goa","Development of Eco-Camps at Surla, North Goa",GOA,North Goa,3675.0,3665.0,21,North Goa,GOA,626777,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=9075975&refType=caf&uuid=52970781-15fd-4226-a4a6-b27e762420d5&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=9076034
WL/GA/Others/438632/2023,2023-07-30T18:02:23.865+00:00,BHARAT SANCHAR NIGAM LIMITED,,,0.02,30.0,POTREM,Sanguem,GOI USOF BSNL 4G Saturation Project,Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision; of 4G mobile services in uncovered villages of the country ,GOA,South Goa,70.0,70.0,S.No. 11/0,South Goa,GOA,627005,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=5976893&refType=caf&uuid=b9e8bdaa-d603-4a2b-8a80-a2408dde8024&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=7218572
WL/GA/DRKWATER/457741/2024,2024-01-04T16:41:49.929+00:00,Department of Irrigation,,,23.015,150631520.0,CHARAVADE,Satari,Construction of Minor Irrigation tank at Charavanem in V.P. Thane Taluka Sattari,Construction of Minor Irrigation Tank at Charavanem in V.P. Thane Taluka Sattari,GOA,North Goa,2450.0,4810.0,8/1,North Goa,GOA,626773,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=36536900&refType=caf&uuid=402adcad-b1b8-4db0-99f0-d5c5fa7b644c&version=1.1,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=36539152
WL/GA/Others/525493/2025,2025-02-24T08:42:47.851+00:00,MAHESH NAIR,,,0.02,3000000.0,SONAULI,Dharbandora,GOI USOF BSNL 4G Saturation Project at Sonalium,Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision; of 4G mobile services in uncovered villages of the country ,GOA,South Goa,70.0,70.0,,South Goa,GOA,626989,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=119406946&refType=caf&uuid=092b102c-f9ac-46a4-9fa3-6c3202864f02&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=120856372
WL/GA/ROAD/519498/2025,2025-01-21T05:48:28.991+00:00,EXECUTIVE ENGINEER WD ROADS FATORDA MARGAO GOA,,,0.0,190.0,COTIGAO,Canacona,proposal for forest land diversion for reconstruction of existing kuccha road at nadkem village in cotigao wildlife sanctuary canacona taluka,proposal for forest land diversion for reconstruction of existing kuccha road at nadkem village in cotigao wildlife sanctuary canacona taluka Detail ,GOA,South Goa,10.0,0.0,"66,103,104",South Goa,GOA,627028,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=84498477&refType=caf&uuid=ac14573d-8804-42e2-895b-634c6b03c1e3&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=118013609
WL/GA/Others/445050/2023,2023-09-20T06:27:42.860+00:00,MAHESH NAIR,,,0.02,30.0,Sigonem,Satari,"GOI USOF BSNL 4G Saturation Project at Sigonem, North Goa",Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision; of 4G mobile services in uncovered villages of the country ,GOA,North Goa,70.0,70.0,Sy.No. 17/3 (Part),North Goa,GOA,626795,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=10798423&refType=caf&uuid=959c6d92-5029-49a7-9754-1459ef5456d9&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=11303447
WL/GA/Others/432669/2023,2023-06-08T07:16:53.520+00:00,MAHESH NAIR,,,0.02,30.0,KARANZOL,Satari,GOI USOF BSNL 4G Saturation Project at village Kumthal (Cuntol),Project for erection of 4G mobile tower under the GOI USOF 4G Saturation project for provision of 4G mobile services in uncovered villages of the country.,GOA,North Goa,70.0,70.0,S.No. 52/1,North Goa,GOA,626820,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=5963147&refType=caf&uuid=d1a7a93b-5e95-4633-876e-0a43417713ea&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=5966896
WL/GA/Others/542292/2025,2025-06-21T08:00:40.959+00:00,MAHESH NAIR,,,0.02,3000000.0,SONAULI,Dharbandora,GOI USOF BSNL 4G Saturation Project at Sonalium (WL),Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision; of 4G mobile services in uncovered villages of the country. ;,GOA,South Goa,70.0,70.0,3/0,South Goa,GOA,626989,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=130475809&refType=caf&uuid=b73d056d-c398-431c-b9b6-5b26766329c1&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=130476534
WL/GA/ROAD/522156/2025,2025-02-03T07:23:56.875+00:00,EXECUTIVE ENGINEER WD ROADS FATORDA MARGAO GOA,,,0.999,190.0,COTIGAO,Canacona,proposal for forest land diversion for reconstruction of existing kuccha road at nadkem village in cotigao wildlife sanctuary canacona taluka,proposal for forest land diversion for reconstruction of existing kuccha road at nadkem village in cotigao wildlife sanctuary canacona taluka,GOA,South Goa,10.0,0.0,"	66/5,103,104",South Goa,GOA,627028,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=119168233&refType=caf&uuid=b2e82736-dc30-4802-bf0b-5f526f46d265&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=119170372
WL/GA/Others/445602/2023,2023-09-23T17:46:50.984+00:00,MAHESH NAIR,,,0.02,30.0,Dabem,Satari,"GOI USOF BSNL 4G Saturation Project at village Dabem, North Goa",Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision;of 4G mobile services in uncovered villages of the country ,GOA,North Goa,70.0,70.0,Sy.No. 33/1,North Goa,GOA,626789,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=12035006&refType=caf&uuid=3d86893f-56f2-408e-aa6b-726ef1f91931&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=12036011
WL/GA/TRANS/497988/2024,2024-09-23T15:40:13.812+00:00, OFFICE OF THE EXECUTIVE ENGINEER DIVISION XVI ELECTRICITY DEPARTMENT,,,0.342,37415096.0,COTIGAO,Canacona,"Estimate for work of Electrification of left-out wada at Keri, under VP Cotigao of Canacona Taluka under the jurisdiction of Sub Division-III Canacona, Div-XVI, Margao.","Estimate for work of Electrification of left-out wada at Keri, under VP Cotigao of Canacona Taluka under the jurisdiction of Sub Division-III Canacona, Div-XVI, Margao.",GOA,South Goa,270.0,0.0,,South Goa,GOA,627028,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=104931240&refType=caf&uuid=b0d34c6b-9e84-4452-8cbc-757e481663e1&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=104934529
WL/GA/Others/530076/2025,2025-03-18T12:04:43.696+00:00,MAHESH NAIR,,,0.02,3000000.0,Calem,Sanguem,GOI USOF BSNL 4G Saturation Project at Calem Pokarmal,Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision; of 4G mobile services in uncovered villages of the country ,GOA,South Goa,70.0,70.0,63/1,South Goa,GOA,626988,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=122665278&refType=caf&uuid=6ca0facf-1b04-4bda-bafa-d23a383b1eb3&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=122667180
FP/GA/OTHERS/430694/2023,2023-05-25T05:14:10.748+00:00,MAHESH NAIR,,,0.02,30.0,Vichundrem,Sanguem,GOI USOF BSNL 4G Saturation project at Village Vichundrem- II (Cazur Rd),Project for erection of 4G mobile tower under GOIUSOG 4G Saturation Project for provision of 4G mobile services in uncovered villages of the country.,GOA,South Goa,70.0,70.0,S.No. 51/1 ,South Goa,GOA,627016,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=5603195&refType=caf&uuid=b5339f37-4357-487d-a1e5-b394dee3658f&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=5603508
FP/GA/OTHERS/435097/2023,2023-06-29T11:20:08.947+00:00,BHARAT SANCHAR NIGAM LIMITED,,,0.02,30.0,POTREM,Sanguem,GOI USOF BSNL 4G Saturation Project,Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision; of 4G mobile services in uncovered villages of the country ,GOA,South Goa,70.0,70.0,S.No. 11/0,South Goa,GOA,627005,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=5976893&refType=caf&uuid=b9e8bdaa-d603-4a2b-8a80-a2408dde8024&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=6437695
FP/GA/OTHERS/439746/2023,2023-08-08T11:29:39.919+00:00,MAHESH NAIR,,,0.02,30.0,KARANZOL,Satari,GOI USOF BSNL 4G Saturation Project at Caranzol,Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision of 4G mobile services in uncovered villages of the country,GOA,North Goa,70.0,70.0,1/15,North Goa,GOA,626820,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=7777425&refType=caf&uuid=6f449290-8dbb-478a-b8cb-1218e5590355&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=7780771
FP/GA/MIN/QRY/451376/2023,2023-11-04T12:09:54.208+00:00, BHUMIPURUSHA MINERALS PRIVATE LIMITED,,,40.92,6700000.0,NAKERI,Quepem,"Naquerim Bauxite Mine with lease area of 40.92 Ha located at Survey. Nos. 53(Part), 54, 56 (Part), 55 (Part), 50 (Part), 57 (Part) & 49 (Part), Naquerim Village, Quepem Taluk, South Goa District, Goa by M/s. Bhumipurusha Minerals Pvt. Ltd.","Diversion of private forest of area 22.87 Ha, located in Survey No. 49 (Part), Naquerim Village, Quepem Taluka, South Goa District, Goa. for mining purpose",GOA,South Goa,0.0,40053.0,,South Goa,GOA,626952,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=7215069&refType=caf&uuid=bdf58d37-b9fb-4c09-abf9-4e8bd6097966&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=21832543
FP/GA/RAIL/419746/2023,2023-02-24T08:01:46.022+00:00,DGMCIVILRVNLUBL@GMAIL.COM,,,2.766,50215.0,Dabolim,Mormugao,Tinaighat-Vasco Railway Doubling Project,"The diversion of the forest land is for the purpose of railway doubling in the;section of Majorda and Vasco. The total section is an important part of the;Railway Doubling in between Hospet- Tinaighat and Vasco railways station;connecting the port area of Vasco to the industrial area of Bellary and tourist;destination of Goa. This is the only line connecting the port of Vasco to the;northern and central parts of Karnataka, Andhra Pradesh & Telangana. The;existing railway track has been commissioned in the year of 1905 which is;more than 115 years from now. Many towns and cities have grown in the;vicinity of the existing railway track. ln order to cater the present increased demand Railways has planned to do the doubling of the existing track. Doubling of track will include construction of new ROB & RUB's in the section which will help in reducing the vehicular emission in the city. This decreased vehicular;emission will help in increasing the Air quality and overall environment in Goa.",GOA,South Goa,25500.0,11315.0,,South Goa,GOA,626874,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=3167380&refType=caf&uuid=b3b03ad6-bdbd-48dc-bba7-ce1f454846a8&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=3288307
FP/GA/RainHarvest/525035/2025,2025-02-21T07:41:31.018+00:00,"ASSISTANT ENGINEER,  SD I, WD XI, WRD, CANACONA, GOA ",,,0.0675,99.0,GAUNDONGREN,Canacona,Development of Monem Tank in V.P Cotigao Canacona Taluka,DEVELOPMENT OF MONEM TANK IN V.P COTIGAO IN CANACONA GOA.,GOA,South Goa,360.0,360.0,155,South Goa,GOA,0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=119324239&refType=caf&uuid=3a07a88d-672d-411c-947a-aa539915e474&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=120634768
FP/GA/WATER/404107/2022,2022-10-21T12:25:52.801+00:00,EXECUTIVE ENGINEER PUBLIC WORK DEPARTMENT,,,0.97,5212.65,GOTIAKHADILWADA,Satari,"Construction of 2X2500m3 Capacity MBR  with Control Room, Approach road and for laying Pumping Main and Conveying Mains in Sy. No. 188 of Village Usgao.","Construction of 2X2500m3 Capacity MBR  with Control Room, Approach road and for laying Pumping Main and Conveying Mains in Sy. No. 188 of Village Usgao.",GOA,North Goa,5280.0,6480.0,188,North Goa,GOA,626852,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=1220822&refType=caf&uuid=5a3e2ee7-21f9-45df-9402-bcb4c9e5c4b1&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=1248310
FP/GA/ROAD/522554/2025,2025-02-05T07:06:36.458+00:00,EXECUTIVE ENGINEER WD ROADS FATORDA MARGAO GOA,,,0.999,190.0,COTIGAO,Canacona,proposal for forest land diversion for reconstruction of existing kuccha road at nadkem village in cotigao wildlife sanctuary canacona taluka,proposal for forest land diversion for reconstruction of existing kuccha road at nadkem village in cotigao wildlife sanctuary canacona taluka,GOA,South Goa,10.0,0.0,"	66/5,103,104",South Goa,GOA,627028,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=119168233&refType=caf&uuid=b2e82736-dc30-4802-bf0b-5f526f46d265&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=119342176
FP/GA/OTHERS/539954/2025,2025-05-31T12:18:43.951+00:00,MAHESH NAIR,,,0.02,300000.0,GAUNDONGREN,Canacona,GoI USOF BSNL 4G Saturation Project at Cotigao Aouli,Project for erection of 4G mobile tower under GOI USOF 4G Saturation Project for provision; of 4G mobile services in uncovered villages of the country ,GOA,South Goa,70.0,70.0,Sy.No.126/1,South Goa,GOA,627025,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=128822610&refType=caf&uuid=d6c24998-3af1-4a20-afb1-8e3d86f66944&version=1.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=128825880
